job_id,company_name,title,description,location,min_salary,max_salary,med_salary,pay_period,currency,formatted_work_type,formatted_experience_level,remote_allowed,skills_desc,listed_time
3901356982,Centene Corporation,Business Analyst I,"You could be the one who changes everything for our 28 million members. Centene is transforming the health of our communities, one person at a time. As a diversified, national organization, you’ll have access to competitive benefits including a fresh perspective on workplace flexibility.

Position Purpose Perform various analysis and interpretation to link business needs and objectives for assigned function

Support business initiatives through data analysis, identification of implementation barriers and user acceptance testing of new systemsIdentify and analyze user requirements, procedures, and problems to improve existing processesPerform detailed analysis on assigned projects, recommend potential business solutions and assist with implementation

Education/Experience Bachelor’s degree in related field or equivalent experience. 0-2 years of business process analysis or data analysis experience. Advanced knowledge of Microsoft Applications, including Excel and Access preferred. Project management experience preferred.

Benefits And Payment Configuration

Compliance Coding/Prepay Compliance (Payment Integrity) Bachelor’s degree in related field or equivalent experience. 0-2 years of business process analysis (i.e. documenting business process, gathering requirements) or claims payment/analysis experience. Advanced knowledge of Microsoft Applications, including Excel and Access preferred.

Provider Data Bachelor’s degree in related field or equivalent experience. 0-2 years of business process analysis (documenting business process, gathering requirements) experience in healthcare industry and/or working in a data driven environment. Advanced knowledge of Microsoft Applications, including Excel, Project, and Visio preferred. Knowledge of data migration, software enhancement/planning, and Agile preferred.

Member & Provider Solutions Bachelor’s degree in related field or equivalent experience. 0-2 years of business process analysis (i.e. documenting business process, gathering requirements) experience in healthcare industry and/or customer service or enrollment functions. Advanced knowledge of Microsoft Applications, including Excel and Visio preferred. Knowledge of data integration, software enhancements/planning and Agile preferred. Experience managing projects with a high reliance on technology preferred.Pay Range $25.97 - $46.68 per hour

Centene offers a comprehensive benefits package including competitive pay, health insurance, 401K and stock purchase plans, tuition reimbursement, paid time off plus holidays, and a flexible approach to work with remote, hybrid, field or office work schedules. Actual pay will be adjusted based on an individual's skills, experience, education, and other job-related factors permitted by law. Total compensation may also include additional forms of incentives.

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.","Arizona, United States",25.97,46.68,,HOURLY,USD,Full-time,,1.0,,1713454826000.0
3901357125,Citizens,Principal Data Scientist,"Description

Consumer Banking Credit Risk Modeling team is seeking a Senior Data Scientist to develop Credit Risk models for the Consumer Lending Portfolios (Credit Card, HELOC, Mortgage, Education loans, Personal Loan, POS loan etc.). The Senior Data Scientist will focus on translating business needs into analytics and providing modeling solutions that are either regression or Machine Learning based. This role will also support risk-related business initiatives and perform analytics on an ad-hoc basis. In this role, you have a great opportunity to innovate, explore and apply the latest technologies to various business problems in loss prevention.

Primary Responsibilities Include

Develop and maintain the Credit Risk (Scorecard) models and attributes that drive impactful decisions for the bank’s Consumer Lending business throughout the customer lifecycle (e.g., acquisition, account management, collection, etc.) and develop processes to evaluate and optimize model performance over timeIntegrate expertise in data, statistics, and technology with a curiosity for learning the business and a passion for solving problemsWork with a wide range of internal customers, including executive management, risk, model governance, compliance, etc., consulting for business requests and explaining the benefits, limitations, assumptions and requirements for proposed models, scorecards, and forecastsManage deliverables across multiple projects in a deadline-driven environment and maintain good communication with all model stakeholders.Work with business to review data sources, data inconsistencies, and business logic for initiating data discovery.

Qualifications

This role is highly technical in nature; an ideal candidate has a sound blend of Business and Data Science background with Credit Risk/Classification modeling skills3+ years of work experience in data modeling, statistical analysis requiredExperience in machine learning and regression based statistical methodology; demonstrated experience using these techniques to solve modeling problemsProficient in SQL, Python, R, or other analytical/model building programming languagesExperience working with large datasets (greater than 1 million records) and applying techniques to efficiently manage big dataPrevious experience working with credit bureau data (preferred)Previous experience in Credit Card risk modeling and analytics (preferred)Excellent written and verbal communication skills, ability to convey actionable and understandable business intelligenceA strong sense of intellectual curiosity and ability to thrive and deliver value in an entrepreneurial working environment; flexibility to take on new roles and responsibilities as initiatives evolveAbility to work in a high-performance professional environment, with quick turn-around and evolving priorities

Education

Required: Ph.D. or Master’s degree in statistics, computer science, mathematics, economics, biophysics or directly related field

Some job boards have started using jobseeker-reported data to estimate salary ranges for roles. If you apply and qualify for this role, a recruiter will discuss accurate pay guidance.

Equal Employment Opportunity

At Citizens we value diversity, equity and inclusion, and treat everyone with respect and professionalism. Employment decisions are based solely on experience, performance, and ability. Citizens, its parent, subsidiaries, and related companies (Citizens) provide equal employment and advancement opportunities to all colleagues and applicants for employment without regard to age, ancestry, color, citizenship, physical or mental disability, perceived disability or history or record of a disability, ethnicity, gender, gender identity or expression (including transgender individuals who are transitioning, have transitioned, or are perceived to be transitioning to the gender with which they identify), genetic information, genetic characteristic, marital or domestic partner status, victim of domestic violence, family status/parenthood, medical condition, military or veteran status, national origin, pregnancy/childbirth/lactation, colleague’s or a dependent’s reproductive health decision making, race, religion, sex, sexual orientation, or any other category protected by federal, state and/or local laws.

Equal Employment and Opportunity Employer

Citizens is a brand name of Citizens Bank, N.A. and each of its respective affiliates.

Why Work for Us

At Citizens, you'll find a customer-centric culture built around helping our customers and giving back to our local communities. When you join our team, you are part of a supportive and collaborative workforce, with access to training and tools to accelerate your potential and maximize your career growth

","Westwood, MA",,,,,,Full-time,,,,1713453123000.0
3901358031,DataAnnotation,Data Analyst,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule.
We are looking for a proficient Data Analyst to join our team to train our AI chatbots. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.
In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.
Benefits:
This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume work
Responsibilities:
Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performance
Qualifications:
Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)
Note: Data Annotation payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD. This role is considered an independent contractor position.",Salt Lake City Metropolitan Area,,,,,,Contract,,1.0,,1713452371000.0
3901359066,Synergycom,Salesforce Business Analyst,"Role: Salesforce Business AnalystType: ContractClient: InsuranceLocation: Remote 
We are looking for a Salesforce Business Analyst who is responsible for maintaining the integrity of our SalesForce systems to include our customer portals, dealer portals, agent portals and marketing cloud implementations. The individual will ensure that all data is accurate and up to date, monitor performance metrics, and troubleshoot any issues that may arise with the software or hardware used by their company.
Essential Duties and Responsibilities
Your deliverables as a Senior SalesForce Business Analyst may include, but are not limited to, the following:Formulates and defines systems scope and objectives for complex business processes, based on industry best practices and Stellantis Financial Services business objectives.Acts as the liaison amongst stakeholders to elicit, analyze, document, communicate and validate business and system requirements using industry leading practices within the business analyst profession.Participates and provides input to solution design sessions and drives out functional requirements and design.Possesses knowledge of the Salesforce platform, including the foundational concepts of the application and the functions contained within.Has a deep understanding of the Agile methodology and collaborates with team members to incorporate rigor and accountability across all phases of the process.Ensures all requirements are fulfilled by the technical design.Collaborates with the test team to generate scenarios/test cases and test scripts, ensuring traceability to all requirements.Applies industry best practices to improve Stellantis Financial Services current processes.Develops recommendations to improve processes or techniques.Determines the overall requirements gathering strategy and plans the requirements phase of the project including the work division strategy among the project BAs.Manages the progress and quality of the requirements gathering activities and adjusts the plan as necessary.Plans the risk response strategy to be used in monitoring and controlling all identified risks throughout the requirements process.Leads moderately complex projects and participates in larger, more complex initiatives.Solves complex technical and operational problems.Acts as a coach and mentor for teammates with less experience.
QualificationsBackground in SalesforceBachelor's degree in Business, Marketing, Engineering, Communications, or a related field.Experienced in gathering the requirements, meeting w/ the business, and writing user stories.4+ years Experience in enabling digital processes, executing strategic roadmaps and operating within a project environment.Understanding and have worked in anAgile environment, changing an organization to Agile is a plus.",Atlanta Metropolitan Area,,,,,,Contract,,1.0,,1713452457000.0
3901359190,Dale WorkForce Solutions,Junior Business Analyst,"Job type: Contract to Hire Job Title: Junior Business Analyst Location: Hybrid (Philadelphia PA)Duration: 3 months contract to direct hire 
Bachelor's degree in Business Administration, Finance, Healthcare Management, or related field.Minimum of 6 months of experience as a Business Analyst in the healthcare, health insurance, or financial industry.Strong analytical skills with the ability to interpret complex data and draw actionable conclusions.Knowledge of business process modeling techniques and tools.Familiarity with regulatory requirements and industry standards in healthcare, health insurance, or financial services.Excellent communication and interpersonal skills, with the ability to collaborate effectively in a team environment.","Philadelphia, PA",30.0,35.0,,HOURLY,USD,Contract,Entry level,,,1713452863000.0
3901360108,Rocket Mortgage,Senior Data Analyst,"Rocket Mortgage, backed by Rocket Companies®, means more opportunities for you to carve your own career path forward. From our desire to revolutionize the way people get mortgages to addressing challenges big or small with outside-the-box solutions, we’re not your typical employer. We’ll provide you with everything you need to make sure you’re successful here.

Apply today to join a team that offers career growth, amazing benefits and the chance to work with leading industry professionals.

Minimum Qualifications

Bachelor’s degree or equivalent experience in a scientific discipline, mathematics, applied statistics, information technology or a related field4 years of experience or equivalent competency identifying business problems, conducting data experiments, performing statistical analysis and synthesizing findings to guide business decisionsExperience leading end-to-end data analysis projects resulting in positive business changesExpertise creating data visualizations using modern business intelligence (BI) tools, highlighting insights as relevantProficiency with industry-standard statistical analysis tools, such as SAS, R or PythonExperience training and mentoring peersExperience creating data sets with advanced SQL or other querying languages and using them to develop business strategiesExperience researching data lineageAdvanced practical knowledge of standard statistical measures, probability theory and both qualitative and quantitative techniquesExperience working with data warehousesExperience data mining or using other exploratory techniquesExperience working with structured and unstructured dataExperience writing software functions to support data analysisExperience contributing to standards and processes that increase efficiency and impactConceptual knowledge of logical and physical data modelsDomain knowledge of multiple business areas

Preferred Qualifications

Comprehensive knowledge of at least one business area and its data, including industry or other external sourcesExperience in several business areas and familiarity with associated dataConceptual knowledge of big data, machine learning, or data science

Job Summary

As a Senior Data Analyst, you'll specialize in collecting, organizing and analyzing data from various sources with the purpose of turning numbers into context and recommendations. You'll paint a picture of how the business is operating using a variety of data analysis techniques and statistics. You'll integrate, transform and improve volumes of data at the project or company level for streamlined processes, greater efficiencies and more informed decision-making. The Senior Data Analyst must demonstrate leadership among peers and extremely deep knowledge of their industry and business.

Responsibilities

Proactively identify and communicate business opportunities and recommendations using data manipulation, programming, statistics and data visualizationUse data to support and challenge business solutions with executive leadership or other stakeholdersLead design and validation for all phases of research projects, including presentation of results, guiding iterative improvementMaintain relationships and alignment among stakeholders to meet objectivesDefine, gather, and validate project data requirements and evaluate data qualityEvaluate the quality of organizational data sourcesCreate and support business intelligence tools, databases, dashboards, reports or methodsDocument technical design standards for reporting solutions to ensure their accurate developmentIdentify, document, and use exploratory data analysis to investigate assumptionsIdentify and analyze relevant, external data to monitor the competitive environmentStay informed of industry or business trends that pertain to dataMentor teammates on any of the above responsibilities

Benefits And Perks

Our team members fuel our strategy, innovation and growth, so we ensure the health and well-being of not just you, but your family, too! We go above and beyond to give you the support you need on an individual level and offer all sorts of ways to help you live your best life. We are proud to offer eligible team members perks and health benefits that will help you have peace of mind. Simply put: We’ve got your back. Check out our full list of Benefits and Perks.

Who We Are

Rocket Companies® is a Detroit-based company made up of businesses that provide simple, fast and trusted digital solutions for complex transactions. The name comes from our flagship business, now known as Rocket Mortgage®, which was founded in 1985. Today, we’re a publicly traded company involved in many different industries, including mortgages, fintech, real estate and more. We’re insistently different in how we look at the world and are committed to an inclusive workplace where every voice is heard. We’re passionate about the work we do, and it shows. We’ve been ranked #1 for Fortune’s Best Large Workplaces in Financial Services and Insurance List in 2022, named #5 on People Magazine’s Companies That Care List in 2022 and recognized as #7 on Fortune’s list of the 100 Best Companies to Work For in 2022.

Disclaimer

This is an outline of the primary responsibilities of this position. As with everything in life, things change. The tasks and responsibilities can be changed, added to, removed, amended, deleted and modified at any time by the leadership group.

We are proud equal opportunity employers and committed to providing an inclusive environment based on mutual respect for all candidates and team members. Employment decisions, including hiring decisions, are not based on race, color, religion, national origin, sex, physical or mental disability, sexual orientation, gender identity or expression, age, military or veteran status or any other characteristic protected by state or federal law. We also provide reasonable accommodation to qualified individuals with disabilities in accordance with state and federal law.","Detroit, MI",,,,,,Full-time,Mid-Senior level,,,1713453296000.0
3901361005,Argyll Infotech Enterprise Pvt Ltd,Technical Business Analyst,"Title: Technical Business AnalystLocation: Des Moines, Iowa (Need Locals)Hire Type : ContractDuration: 14+ Months Primary Skills: JIRA, Documentation, USE Cases, testing, Confluence, Validation, Atlassian Suite, Technology Implementation, Requirement Gathering, System Functionality, Financial Projects Job Description
 Technical Business Analyst skilled at consulting with business and development staff to define requirements and processes for the Unemployment Insurance Tax Modernization project at Iowa Workforce Development. 
 Only submit local resources to this position. The contractor will be expected to work onsite a minimum of 2 days/week.    Project Name: Unemployment Insurance Tax Modernization  Details: Iowa Workforce Development (IWD) is a state agency committed to providing employment services for job seekers, including re-employment programs and Unemployment Insurance (UI). IWD is looking to hire an experienced Business Analyst for the UI Tax Modernization Project. This individual will be part of a talented software team that works on mission-critical applications using Agile methodologies. The project aims to modernize IWD's UI Tax system by re-architecting its components to industry leading architecture and frameworks, with the goal of providing better service to both the agency staff and the end-users while positioning the agency for future technological improvements. The ideal candidate is a leader and strong team contributor who is eager to learn and develop their craft as a software professional and will find great satisfaction in the patient pursuit of excellence. This individual will be responsible for preparing gathering and validating requirements, preparing requirement and process mapping documentation, and facilitating requirements sessions with business stakeholders and leadership.   REQUIREMENTS: • Involvement in prior technology implementations – 10 years • Leading requirements gathering and validation with staff – 10 years • Developing requirements documentation - Use Cases – 10 years • Testing system functionality against requirements and specifications. – 10 years • Training staff on system functionality as developed. – 10 years • Providing general technical assistance – 10 years • Experience using Atlassian Suite – Jira, Confluence, etc • Background in Finance/Accounting projects – 10 years
Kiran Kumar kumars@argyllinfotech.com ARGYLL INFOTECH Inc Chicago, Illinois. 

","Des Moines, IA",,,,,,Contract,,,,1713452607000.0
3901361348,DataAnnotation,Data Analyst,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. 
We are looking for a proficient Data Analyst to join our team to train our AI chatbots. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.
In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.
Benefits:
This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume work
Responsibilities:
Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performance
Qualifications:
Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)
Note: Data Annotation payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.","Irving, TX",,,,,,Contract,,1.0,,1713453317000.0
3901361454,MHK,Senior Data Analyst - Cloud Solutions,"Job Description

The Senior Data Analyst will leverage cloud-based technologies and data lakes to provide insights and reporting on medical payer and patient data. You will be responsible for designing, developing, and maintaining data pipelines, ETL transformations, and data models that support MHK’s business intelligence and analytics needs. You will also work with various stakeholders to understand their data requirements, provide data solutions, and deliver reports and dashboards using Power BI and Athena.

Key Responsibilities:

Extract, transform, and load data from various sources into a data lake using AWS services such as S3, Glue, Lambda, and Kinesis.Create and optimize data models and schemas using AWS Athena and Redshift to support analytical queries and reporting.Develop and maintain data quality checks and data governance processes to ensure data accuracy and integrity.Create and update data dictionaries and metadata documentation to ensure data understanding and accessibility.Design, develop, and test reports and dashboards using Power BI and Athena to meet business needs and specifications.Collaborate with business users, data engineers, and data scientists to understand data requirements, provide data solutions, and support data-driven decision making.Research and evaluate new data technologies and best practices to improve data performance and quality.Provide technical guidance and mentorship to peers.

Skill Requirements: 

At least 5 years of experience in data analysis, data engineering, or business intelligence.Strong knowledge and experience with AWS, Data Lake, ETL transformations, Athena, and Redshift.Proficient in SQL and Python for data manipulation and analysis.Experience with Power BI and other data visualization tools.Experience with medical payer and patient data, such as claims, eligibility, enrollment, billing, and quality measures.Excellent communication, presentation, and problem-solving skills.Nice to have: Experience with Azure and Fabric.

Education/Certification Requirements:

Bachelor's degree in Computer Science, Statistics, Mathematics, or related field.

Additional Requirements:

 Experience and ability to work in a constantly changing, fast paced, deadline driven environment. All prospective employees must pass a background check & drug test (Federal contractor requirement)

COMMITMENT TO DIVERSITY & INCLUSION

We are an Equal Employment/Affirmative Action employer. We do not discriminate in hiring on the basis of sex, gender identity, sexual orientation, race, color, religion, creed, national origin, physical or mental disability, protected Veteran status, or any other characteristic protected by federal, state, or local law.

If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us by email at careers@mhk.com . Please note that only inquiries concerning a request for reasonable accommodation will be responded to from this email address and the email address cannot be used to inquire about the status of applications.

For more information, please visit  Know Your Rights ,  Pay Transparency , and  MHK EEO/AA Statement

Benefits Snapshot:

Medical, vision, and dental plans for full time employees401(k) offered with a generous matchBenefits begin on first day of the month following employment Exercise/Health Club reimbursement opportunity Monthly dependent care reimbursement opportunity Short Term and Long Term disability Basic Term Life and AD&D Insurance

Paid Time Off

15 days Paid Time Off 13 Company Paid Holidays 3 Personal Days 2 Community Service days","Tampa, FL",,,,,,Full-time,Mid-Senior level,,,1713454521000.0
3901365820,"Zillion Technologies, Inc.",Business Intelligence Expert,"Qualifications:Bachelor's degree in Computer Science, Information Technology, or related field.6+ years of experience in IT, with a focus on business intelligence and data integration.Extensive experience with the Pentaho BI Platform, including Pentaho Kettle, Pentaho Metadata Editor, Pentaho Report Designer, and Schema Workbench.Proficiency in Oracle SQL and PL/SQL, with the ability to write complex queries and optimize database performance.Strong understanding of BI concepts, methodologies, and best practices.Experience in administering and configuring Pentaho environments is highly desirable.Hands-on experience with Windows batch scripting and UNIX shell scripting.Excellent analytical and problem-solving skills, with a keen attention to detail.Strong communication and interpersonal skills, with the ability to collaborate effectively in a team environment.","Lake Mary, FL",,,,,,Contract,Associate,,,1713456782000.0
3901366153,American Commercial Barge Line (ACBL),"Senior Logistics Business Analyst (On-Site -Jeffersonville, IN)","Job Title: Senior Business Analyst

Company: American Commercial Barge Line

Location: Jeffersonville, IN

Job Type: Full-Time

FLSA Status: Exempt

American Commercial Barge Line is seeking a skilled Senior Business Analyst to lead ongoing reviews of business processes looking for areas of improvement to develop and implement solutions. This role will serve as a critical role in optimizing organizational efficiencies and use data analytics to draw conclusions and produce forecasts to improve and explain business performance to Senior Leaders.

When you join ACBL…

American Commercial Barge Line (ACBL) is one of the largest and most diversified marine transportation companies in the U.S. Our legacy of providing the nation with the most economical, safest, and greenest mode of transportation dates all the way back to 1915, when we began moving coal on the Kentucky River. We offer a wide range of career paths in both operations and support services. Whether you are interested in working on the river or in an office, we are always searching for the best of the best to join our ACBL team.

What you will be doing... Your IMPACT

Lead ongoing reviews of business processes looking for areas of improvement to develop and implement solutions.Create reports, analysis, dashboards, and data visualizations for board presentations and company decision making tools within Power BI.Coordinate KPI development working with leaders on developing and deploying recommended improvements.Evaluate data for accuracy and consistency and build effective data visualizations.Communicate with leaders on what they look at to evaluate their performance and assist in developing improvement plans.Facilitate the Continuous Improvement (CI) program for the logistics department and play a critical role in implementing CI process enhancements.Develop and drive innovative solutions for operational and strategic changes.Performs all other duties as assigned. 


What We Are Looking For...

You will need to have:

Bachelor’s degree required; preferably in Business, Economics, or Data Analytics. 5+ years of analytic work experience preferred, but not required.Advanced knowledge in MS Office software, specifically Excel and PowerPoint as well as Power PI experiencePossesses organizational skills and is results drivenMust be dependable in attendance and meet deadlines as establishedInnovative problem solverAbility to multi-task and prioritizeCritical thinking process orientatedEffective communicator with Senior LeadersMust be able to secure data and ensure confidential access to key stakeholders 


Reasons you will love working at ACBL …

Competitive SalaryCutting-Edge ProjectsIMPACTful WorkOnsite Workout FacilityCollaborative EnvironmentConvenient onsite café offering affordable breakfast and lunch options.


Join our dynamic team and contribute to the enhancement of our Salesforce ecosystem, driving business efficiency and effectiveness through innovative solutions. Apply now and be part of our exciting journey!","Jeffersonville, IN",,,,,,Full-time,Mid-Senior level,,,1713456071000.0
3901371152,New York Red Bulls,"2024 Internship, Summer - Strategy and Analytics","The Strategy intern will support the Manager, Strategy in advancing multiple cross-functional initiatives that will help drive efficient revenue growth. This will include analyzing internal and external data sources, conducting interviews, developing recommendations and creating an implementation plan.

Your areas of knowledge and expertise

that matter most for this role:

Extensive experience with Excel and PowerPointExperience with Data and Market Research toolsOrganized and detail orientedAn ability to multi-task and willing to learnA self starter and a team playerPassion for Sports and Entertainment is a plus

This is an unpaid, for credit internship (proof that you will receive credit is required).

You must be authorized to work in the United States without sponsorship.

Because of the cyclical nature of the entertainment industry, your assigned hours may vary to reflect our needs (includes nights and weekends).

Red Bull New York is an equal opportunity employer and we will not discriminate against any employee or applicant for employment because of age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality or any other classification protected by law.","Harrison, NJ",,,,,,Internship,Entry level,,,1713456637000.0
3901371319,Trane Technologies,Lead Data Scientist,"At Trane TechnologiesTM and through our businesses including Trane® and Thermo King®, we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.

This position is eligible for a Hybrid work schedule (3 or more days onsite a week) and will be based out of our Davidson, NC location

Job Summary：

The lead data scientist will be responsible for developing the strategy of enabling and advancing generative AI for HR. They will leverage advanced analytics and machine learning techniques to develop predictive models and algorithms that optimize HR processes and decision-making. They will collaborate with cross-functional teams to identify opportunities for AI implementation, enabling automation and efficiency in HR functions such as talent acquisition, performance management, and employee engagement. This role requires a deep understanding of HR data, statistical analysis, and the ability to translate complex insights into actionable recommendations for HR leaders.

Thrive At Work And At Home

Benefits kick in on DAY ONE for you and your family, including health insurance and holistic wellness programs that include generous incentives – WE DARE TO CARE! Family building benefits include fertility coverage and adoption/surrogacy assistance. 401K match up to 6%, plus an additional 2% core contribution = up to 8% company contribution. Paid time off, including in support of volunteer and parental leave needs. Educational and training opportunities through company programs along with tuition assistance and student debt support. Learn more about our benefits here! 

Responsibilities: 

Establish strategy and roadmap for generative AI use for the HR function, inclusive of where to build vs. buy, and how to deploy AI capabilities that are ethical auditable.Develop and implement predictive models and algorithms using advanced analytics and machine learning techniques to optimize HR processes and decision-making.Extract, clean, and analyze large datasets to derive meaningful insights and identify patterns and trends related to HR metrics, talent management, and employee engagement.Collaborate with cross-functional teams to identify opportunities for AI implementation in HR functions Translate complex technical concepts into actionable recommendations for HR leaders and stakeholders, effectively communicating the value and impact of data-driven solutions.Stay up-to-date with the latest trends and advancements in data science, machine learning, and AI technologies, continuously learning and adapting to drive innovation in HR analytics.Ensure data privacy and security by adhering to relevant regulations and best practices in data handling and analysis.Conduct regular evaluations and assessments of implemented models and algorithms to measure their effectiveness and make necessary improvements.Collaborate with IT, HR, and other analytics teams to ensure seamless integration and deployment of AI-enabled HR solutions.

Qualifications:

7+ years of experience in data science or analytics roles, with a focus on analytics and machine learning.Expertise in programming languages such as Python, R, or SQL for data extraction, cleaning, and analysis.Expertise in working with machine data / time series data Excellent communication skills to effectively convey complex technical concepts to non-technical stakeholders.Strong analytical and problem-solving skills to derive insights from large datasets.Bachelor's degree in data science, computer science, statistics, or a related field (master’s or PhD preferred)

Key Competencies: 

Expertise in statistics, supervised and unsupervised machine learning techniques and their appropriate uses; ability to apply common modeling best practices to build models using high-volume, asynchronous time series dataStrategic Thinking- Ability to develop and implement a strategic framework on how to deploy Artificial Intelligence within HRCustomer focus- The need to design solutions with a customer first perspective. The ability meet customers where they are, understand business needs and co-create solutionsAttention to detail- A natural disposition to distrust all data. The need to quality check every number is critical given the importance of the information we own and the seniority of leaders information flows toDelivering Results- Ability to independently deliver results consistently with a focus on incremental value

Base Compensation Range is $142,800 to $189,200

Disclaimer: This base salary range is based on US national averages. Actual base pay could be a result of seniority, merit, geographic location where the work is performed

We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.

2403356","Davidson, NC",142800.0,189200.0,,YEARLY,USD,Full-time,Mid-Senior level,,,1713457115000.0
3901372744,MSRcosmos LLC,Senior Data Analyst,"Job Title : Data AnalystExperience : 10 yearsLocation : RemoteDuration: Full TimeJob DetailsData Warehouse, ETL, Advanced SQL,Data Profiling, Source to Target Mapping,Business Requirement Document, FRS, Healthcare.Should be able to navigate the code - developer background
﻿Thanks & Regard's
Mohd FurquanLead Technical RecruiterE-mail: furqan@msrcosmos.comDirect No: +1 925 313 8949LinkedIn-ID :linkedin.com/in/mohd-furquan-94237816aVisit us: www.msrcosmos.com","Alpharetta, GA",,,,,,Full-time,,1.0,,1713458295000.0
3901373383,SIXT,Manager Strategic Analytics,"The Residual Value Management team is seeking a Manager of Strategic Analytics who is passionate about finance and has a significant background in investment banking and management consulting. As Fleet Strategic Finance Manager, you will have the opportunity to bring your skills to the table and help optimize our organization's vehicle portfolio. In this role, you will utilize your financial analysis skills, strategic mindset, and passion for fleet management to drive the success of our operations.

Bachelor’s degree in finance, Economics, or a related field. MBA or CFA designation preferred.1-2 years of experience in investment banking or management consulting, with a focus on financial modeling and strategic decision-making.Advanced proficiency in Microsoft Excel, with a demonstrated ability to build complex financial models and perform in-depth analysis.Strong understanding of investment principles, option pricing methods, and evaluation methodologies.Experience in portfolio risk management and asset allocation strategies.Knowledge of vehicle fleet management or automotive finance is a plus.Excellent communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.Ability to thrive in a fast-paced environment and manage multiple priorities effectively.


Additional Information

Paid vacation, medical, dental, vision and 401(k), Short Term Disability, Long Term Disability, Basic Life and Supplemental Life benefits and future growth opportunities within the company.   

About the department:

The area of corporate development combines the internal consulting units of the SIXT Group. The range of tasks includes first, projects to develop new business and products, growth initiatives in existing businesses, and M&A projects. Second, corporate development works on the continuous optimisation of business processes, increasing productivity and cost effectiveness, as well as expanding the product landscape in all divisions of SIXT.

About us:

We are a leading global mobility service provider with sales of €3.07 billion and around 7,500 employees worldwide. Our mobility platform ONE combines our products SIXT rent (car rental), SIXT share (car sharing), SIXT ride (cab, driver and chauffeur services), SIXT+ (car subscription) and gives our customers access to our fleet of 270,894 vehicles, the services of 1,500 cooperation partners and around 1.5 million drivers worldwide. Together with our franchise partners, we are present in more than 110 countries at 2,098 rental stations. At SIXT, a first-class customer experience and outstanding customer service are our top priorities. We focus on true entrepreneurship and long-term stability and align our corporate strategy with foresight. Want to take off with us and revolutionize the world of mobility? Apply now!","Fort Lauderdale, FL",,,,,,Full-time,Mid-Senior level,,,1713457912000.0
